ti,ኣብ,2,269,78,1.0000126928762765,0.006058422107610189,1
ti,እን,2,244,78,1.0000115132409348,0.01155379383347222,1
ti,ድማ,2,197,78,1.0000092955264925,0.015990630841647712,1
ti,ኩም,2,181,78,1.0000085405598738,0.02006711560550438,1
ti,እዩ,2,179,78,1.0000084461890464,0.024098556338821197,1
ti,ኣይ,2,169,78,1.0000079743349097,0.02790477691943875,1
ti,ቶም,2,149,78,1.0000070306266364,0.03126055719465778,1
ti,ካብ,2,129,78,1.0000060869183631,0.03416589716447828,1
ti,ናብ,2,126,78,1.0000059453621222,0.037003671088488996,1
ti,እቲ,2,125,78,1.0000058981767084,0.03981892299722979,1
ti,ውን,2,124,78,1.0000058509912948,0.04261165289070066,1
ti,እንተ,3,118,80,1.0000055678788127,0.04526925069255197,1
ti,ንተ,2,118,78,1.0000055678788127,0.047926848494403276,1
ti,ዙይ,2,112,78,1.0000052847663308,0.05044931420463503,1
ti,ኹም,2,111,78,1.0000052375809172,0.052949257899596855,1
ti,ኢየ,2,110,78,1.0000051903955034,0.055426679579288755,1
ti,ሎም,2,104,78,1.0000049072830215,0.057768969167361094,1
ti,መን,2,102,78,1.0000048129121941,0.06006621472489358,1
ti,ሱስ,2,102,78,1.0000048129121941,0.06236346028242607,1
ti,የሱስ,3,101,80,1.0000047657267803,0.06463818382468864,1
ti,ሰብ,2,101,78,1.0000047657267803,0.0669129073669512,1
ti,ኢየሱ,3,101,80,1.0000047657267803,0.06918763090921376,1
ti,የሱ,2,101,78,1.0000047657267803,0.07146235445147632,1
ti,ኢየሱስ,4,101,82,1.0000047657267803,0.07373707799373888,1
ti,ከም,2,99,78,1.0000046713559532,0.07596675750546159,1
ti,ምስ,2,96,78,1.000004529799712,0.07812887097137453,1
ti,ግና,2,94,78,1.0000044354288848,0.0802459404067476,1
ti,ዘይ,2,87,78,1.0000041051309891,0.08220535573523119,1
ti,እም,2,87,78,1.0000041051309891,0.08416477106371478,1
ti,ዮም,2,86,78,1.0000040579455753,0.08610166437692844,1
ti,በሎ,2,85,78,1.0000040107601618,0.08801603567487219,1
ti,ንስ,2,81,78,1.000003822018507,0.08984031891173622,1
ti,እሞ,2,79,78,1.0000037276476796,0.0916195581180604,1
ti,ሰማ,2,79,78,1.0000037276476796,0.09339879732438458,1
ti,ይት,2,71,78,1.0000033501643704,0.09499786040854935,1
ti,ኣለ,2,69,78,1.000003255793543,0.09655187946217428,1
ti,ምበ,2,65,78,1.0000030670518885,0.09801581045471949,1
ti,እዮ,2,65,78,1.0000030670518885,0.09947974144726471,1
ti,እዮም,3,65,80,1.0000030670518885,0.10094367243980991,1
ti,በል,2,65,78,1.0000030670518885,0.10240760343235512,1
ti,ለኹ,2,64,78,1.0000030198664747,0.10384901240963042,1
ti,እምበ,3,63,80,1.000002972681061,0.10526789937163578,1
ti,ምን,2,62,78,1.0000029254956473,0.10666426431837121,1
ti,ያት,2,61,78,1.0000028783102337,0.10803810724983672,1
ti,ትን,2,58,78,1.0000027367539928,0.10934438413549244,1
ti,ታይ,2,57,78,1.000002689568579,0.11062813900587824,1
ti,ኸዓ,2,57,78,1.000002689568579,0.11191189387626405,1
ti,ዝተ,2,56,78,1.0000026423831654,0.11317312673137993,1
ti,ስለ,2,53,78,1.0000025008269244,0.11436679354068602,1
ti,ንቲ,2,52,78,1.0000024536415106,0.11553793833472219,1
ti,ትኩ,2,52,78,1.0000024536415106,0.11670908312875836,1
ti,ትኩም,3,52,80,1.0000024536415106,0.11788022792279453,1
ti,ከዓ,2,52,78,1.0000024536415106,0.11905137271683071,1
ti,ወይ,2,51,78,1.000002406456097,0.12019999549559694,1
ti,ኣለኹ,3,51,80,1.000002406456097,0.12134861827436319,1
ti,ዚኣ,2,50,78,1.0000023592706835,0.1224747190378595,1
ti,ማያ,2,50,78,1.0000023592706835,0.12360081980135583,1
ti,ሰማያ,3,50,80,1.0000023592706835,0.12472692056485214,1
ti,በር,2,49,78,1.0000023120852697,0.12583049931307855,1
ti,ሓን,2,48,78,1.000002264899856,0.126911556046035,1
ti,ንን,2,48,78,1.000002264899856,0.12799261277899146,1
ti,ሓደ,2,48,78,1.000002264899856,0.12907366951194793,1
ti,ኸም,2,48,78,1.000002264899856,0.1301547262449044,1
ti,ሽዑ,2,47,78,1.0000022177144423,0.13121326096259092,1
ti,ኣይት,3,47,80,1.0000022177144423,0.13227179568027747,1
ti,ልዎ,2,47,78,1.0000022177144423,0.13333033039796402,1
ti,ንግ,2,46,78,1.0000021705290287,0.13436634310038062,1
ti,ብኡ,2,46,78,1.0000021705290287,0.13540235580279725,1
ti,ኦም,2,45,78,1.000002123343615,0.13641584648994393,1
ti,በሎም,3,45,80,1.000002123343615,0.1374293371770906,1
ti,ኻት,2,45,78,1.000002123343615,0.13844282786423728,1
ti,እና,2,45,78,1.000002123343615,0.139456318551384,1
ti,እግ,2,45,78,1.000002123343615,0.14046980923853067,1
ti,ግሥ,2,44,78,1.0000020761582014,0.14146077791040743,1
ti,ንግሥ,3,44,80,1.0000020761582014,0.14245174658228418,1
ti,ኣር,2,44,78,1.0000020761582014,0.14344271525416094,1
ti,ወለ,2,44,78,1.0000020761582014,0.1444336839260377,1
ti,መንግ,3,43,80,1.0000020289727878,0.14540213058264453,1
ti,ኣቦ,2,43,78,1.0000020289727878,0.14637057723925137,1
ti,ለኩ,2,43,78,1.0000020289727878,0.1473390238958582,1
ti,ደቀ,2,43,78,1.0000020289727878,0.14830747055246504,1
ti,መንግሥ,4,43,82,1.0000020289727878,0.14927591720907188,1
