CFA,2,in,1,2134,0.8406747891283973,0.8435306715370228,0.8409031263947967,0.8422148496145244
NBC,2,in,1,2134,0.8266166822867854,0.8281639479599758,0.8276846568124153,0.8279242330199493
CFA,2,in,2,3240,0.9432098765432099,0.9430101766353509,0.9432079530376745,0.9431090544677476
NBC,2,in,2,3240,0.9373456790123457,0.9371761806193877,0.9362519768673019,0.9367138507782178
CFA,2,in,3,3432,0.9758158508158508,0.9757905646984594,0.9758306117799694,0.9758105878283332
NBC,2,in,3,3432,0.9737762237762237,0.974298934363422,0.9728210370538851,0.9735594248340055
CFA,2,in,4,3487,0.98508746773731,0.9851872394641102,0.9849759771662465,0.9850815969882594
NBC,2,in,4,3487,0.9848006882707199,0.9854959986432238,0.9838398112849945,0.9846672085474413
CFA,2,in,5,3508,0.9908779931584949,0.9910732154802088,0.9907476890234281,0.9909104255169421
NBC,2,in,5,3508,0.9891676168757126,0.9896965531494113,0.9883740495564205,0.9890348592514684
CFA,2,in,10,3522,0.9997160704145373,0.9996936274509804,0.9997184684684685,0.9997060478054102
NBC,2,in,10,3522,1.0,1.0,1.0,1.0
CFA,2,in,15,3508,1.0,1.0,1.0,1.0
NBC,2,in,15,3508,1.0,1.0,1.0,1.0
CFA,2,in,20,3488,1.0,1.0,1.0,1.0
NBC,2,in,20,3488,1.0,1.0,1.0,1.0
CFA,2,in,25,3468,1.0,1.0,1.0,1.0
NBC,2,in,25,3468,1.0,1.0,1.0,1.0
