CFA,3,fl,1,2058,0.8887269193391643,0.8883431266054717,0.8892557617329114,0.8887992098916834
NBC,3,fl,1,2058,0.8780369290573372,0.876767986583833,0.878054232468901,0.8774106381314705
CFA,3,fl,2,3214,0.9682638456751711,0.9678367020269134,0.9680576936545262,0.9679471852270929
NBC,3,fl,2,3214,0.9729309271935284,0.9725746839458458,0.9728220646122322,0.9726983585503209
CFA,3,fl,3,3475,0.9910791366906475,0.9910456906892893,0.990956830621335,0.9910012586633591
NBC,3,fl,3,3475,0.9919424460431655,0.9918540553211082,0.9917220840570998,0.9917880652989488
CFA,3,fl,4,3542,0.9957651044607566,0.9958491981676033,0.995586200190248,0.9957176818125738
NBC,3,fl,4,3542,0.9977413890457368,0.9978335439593713,0.9975984460410914,0.9977159811508415
CFA,3,fl,5,3570,0.9980392156862745,0.9981337704163791,0.9978837967128218,0.9980087679117191
NBC,3,fl,5,3570,0.9980392156862745,0.9981417481861296,0.9978849859318378,0.9980133505444616
CFA,3,fl,10,3586,1.0,1.0,1.0,1.0
NBC,3,fl,10,3586,0.9994422755158952,0.9994697773064687,0.9993742177722152,0.9994219952551155
CFA,3,fl,15,3569,1.0,1.0,1.0,1.0
NBC,3,fl,15,3569,1.0,1.0,1.0,1.0
CFA,3,fl,20,3549,1.0,1.0,1.0,1.0
NBC,3,fl,20,3549,1.0,1.0,1.0,1.0
CFA,3,fl,25,3529,1.0,1.0,1.0,1.0
NBC,3,fl,25,3529,1.0,1.0,1.0,1.0
