CFA,10,bl,1,2133,0.9521800281293952,0.9521357912078356,0.9519592240292808,0.9520474994320003
NBC,10,bl,1,2133,0.9226441631504922,0.9225837637458499,0.9227075501717057,0.9226456528068374
CFA,10,bl,5,3585,1.0,1.0,1.0,1.0
NBC,10,bl,5,3585,0.996094839609484,0.996158212483044,0.9958094072799812,0.9959837793425951
CFA,10,bl,10,3571,1.0,1.0,1.0,1.0
NBC,10,bl,10,3571,1.0,1.0,1.0,1.0
CFA,10,bl,15,3551,1.0,1.0,1.0,1.0
NBC,10,bl,15,3551,1.0,1.0,1.0,1.0
CFA,10,bl,20,3531,1.0,1.0,1.0,1.0
NBC,10,bl,20,3531,1.0,1.0,1.0,1.0
CFA,10,bl,25,3511,1.0,1.0,1.0,1.0
NBC,10,bl,25,3511,1.0,1.0,1.0,1.0
