CFA,1,bl,1,2014,0.7343594836146972,0.7362755249610229,0.7368601508943179,0.7365677219208805,2
CFA,1,bl,1,2014,0.6380337636544191,0.7416174985909498,0.6330180054130649,0.6830279421272659,3
CFA,1,bl,1,2014,0.45233366434955313,0.7669481680932307,0.43419261658544467,0.5544782695542172,4
CFA,1,bl,1,2014,0.3316782522343595,0.7600212116508873,0.3043615160652561,0.4346579518744449,5
NBC,1,bl,1,2014,0.7343594836146972,0.7348459544362712,0.7379797510966636,0.7364095188073058,2
NBC,1,bl,1,2014,0.6226415094339622,0.7261651042102859,0.6346616602992468,0.6773369876445389,3
NBC,1,bl,1,2014,0.42651439920556106,0.7369201602765316,0.4389493248616188,0.5501811398605954,4
NBC,1,bl,1,2014,0.30486593843098314,0.743792635011837,0.3161217917025787,0.4436755543822359,5
CFA,1,bl,2,3268,0.8531211750305998,0.8547789377958854,0.8547133838050348,0.854746159543559,2
CFA,1,bl,2,3268,0.74265605875153,0.7765830756587396,0.7508950793903604,0.7635230766769755,3
CFA,1,bl,2,3268,0.5159118727050184,0.7653495180311367,0.5271261738856096,0.6242837148088283,4
CFA,1,bl,2,3268,0.3503671970624235,0.7575823649597753,0.3616493482082184,0.4895843555509043,5
NBC,1,bl,2,3268,0.852203182374541,0.8570944099586334,0.8536294891228287,0.8553584405944876,2
NBC,1,bl,2,3268,0.7600979192166463,0.7817017304770875,0.7615713426647321,0.7715052466130506,3
NBC,1,bl,2,3268,0.5507955936352509,0.7386236492967879,0.5412669384901643,0.6247292779027043,4
NBC,1,bl,2,3268,0.39504283965728276,0.7400440905599182,0.3769712626580359,0.4995013800612569,5
CFA,1,bl,3,3498,0.9025157232704403,0.9049274488635813,0.903786342318047,0.9043565356322197,2
CFA,1,bl,3,3498,0.8221841052029731,0.8369633935895382,0.8262683321164682,0.8315814766823496,3
CFA,1,bl,3,3498,0.610062893081761,0.7843216114223603,0.6205749972560324,0.6929056257230953,4
CFA,1,bl,3,3498,0.40537449971412237,0.7628263437215855,0.41890979168781184,0.5408236494886884,5
NBC,1,bl,3,3498,0.900800457404231,0.9074069011575668,0.9011724710134164,0.9042789406020971,2
NBC,1,bl,3,3498,0.8204688393367638,0.8379517744709614,0.8215508443049707,0.8296702638664747,3
NBC,1,bl,3,3498,0.6349342481417953,0.7588760301204137,0.6298021538281595,0.6883405583566067,4
NBC,1,bl,3,3498,0.44654088050314467,0.7347904964506181,0.434289120469659,0.5459192236601353,5
CFA,1,bl,4,3559,0.919921326215229,0.922652665959376,0.9209148910704361,0.9217829594883525,2
CFA,1,bl,4,3559,0.8668165214948019,0.8772927140988129,0.8691778413667703,0.8732164250933208,3
CFA,1,bl,4,3559,0.6822141050856982,0.807284311375758,0.6910346631902325,0.7446497730857321,4
CFA,1,bl,4,3559,0.45321719584152853,0.7694068859110006,0.46636422100893266,0.580728649468321,5
NBC,1,bl,4,3559,0.9143017701601573,0.9224911026307149,0.9145224099501799,0.9184894727858346,2
NBC,1,bl,4,3559,0.862039898847991,0.880907776085667,0.8625832387948029,0.8716492096491771,3
NBC,1,bl,4,3559,0.7007586400674347,0.782908151856914,0.6973290122451642,0.7376447253899917,4
NBC,1,bl,4,3559,0.49114919921326217,0.7399197003137967,0.4809491492092392,0.5829680239414794,5
CFA,1,bl,5,3588,0.9333890746934225,0.9357696527634616,0.9339542971217454,0.9348610936584689,2
CFA,1,bl,5,3588,0.8929765886287625,0.9033436521989205,0.8943991837185999,0.8988491668573243,3
