CFA,2,il,1,2134,0.9414245548266167,0.9416258533490793,0.9418578396814296,0.9417418322285211
NBC,2,il,1,2134,0.9044048734770385,0.9050546679802268,0.9053489442012688,0.905201782173845
CFA,2,il,5,3508,1.0,1.0,1.0,1.0
NBC,2,il,5,3508,0.9962941847206386,0.9964364035087719,0.9960512783830182,0.9962438037257496
CFA,2,il,10,3522,1.0,1.0,1.0,1.0
NBC,2,il,10,3522,1.0,1.0,1.0,1.0
CFA,2,il,15,3508,1.0,1.0,1.0,1.0
NBC,2,il,15,3508,1.0,1.0,1.0,1.0
CFA,2,il,20,3488,1.0,1.0,1.0,1.0
NBC,2,il,20,3488,1.0,1.0,1.0,1.0
CFA,2,il,25,3468,1.0,1.0,1.0,1.0
NBC,2,il,25,3468,1.0,1.0,1.0,1.0
