ti,ድማ,2,193,78,0.022204325816843073
ti,ኣብ,2,185,78,0.04348826507132996
ti,እዩ,2,152,78,0.06097560975609756
ti,እቲ,2,109,78,0.07351587666820064
ti,ኢየሱስ,4,104,82,0.08548090197883111
ti,ናብ,2,101,78,0.09710078232857801
ti,ካብ,2,97,78,0.1082604693971468
ti,ግና,2,95,78,0.11919005982512655
ti,እሞ,2,78,78,0.1281638288080994
ti,ምስ,2,73,78,0.13656235618959964
ti,ኸዓ,2,64,78,0.14392544868844914
ti,እዮም,3,58,80,0.15059825126553153
ti,ከም,2,56,78,0.15704095720202485
ti,እንተ,3,55,80,0.16336861481822365
ti,ሰብ,2,52,78,0.1693511274735389
ti,ከዓ,2,50,78,0.17510354348826507
ti,ሽዑ,2,44,78,0.18016566958122412
ti,ኣለኹ,3,42,80,0.18499769903359412
ti,ነቲ,2,41,78,0.18971468016566959
ti,ንሱ,2,40,78,0.19431661297745054
ti,ሕዝቢ,3,40,80,0.1989185457892315
ti,ወለደ,3,39,80,0.2034054302807179
ti,በሎም,3,39,80,0.20789231477220432
ti,መዛሙርቱ,5,37,84,0.21214910262310172
ti,ሰማያት,4,37,82,0.21640589047399908
ti,ወይ,2,37,78,0.22066267832489644
ti,ደቀ,2,37,78,0.22491946617579384
ti,እቶም,3,36,80,0.22906120570639668
ti,ኢሉ,2,35,78,0.233087896916705
ti,በሎ,2,35,78,0.23711458812701336
ti,ደኣ,2,32,78,0.2407961343764381
ti,እዙይ,3,32,80,0.24447768062586286
ti,እብለኩም,5,32,84,0.24815922687528763
ti,እንሆ,3,32,80,0.25184077312471237
ti,ወዲ,2,31,78,0.2554072710538426
ti,እምበር,4,31,82,0.25897376898297286
ti,ሓደ,2,31,78,0.2625402669121031
ti,ኲሉ,2,29,78,0.26587666820064426
ti,ምድሪ,3,29,80,0.26921306948918544
ti,ኣነ,2,29,78,0.2725494707777266
ti,እኳ,2,28,78,0.2757708237459733
ti,ዂሉ,2,27,78,0.2788771283939254
ti,ምእንቲ,4,27,82,0.28198343304187756
ti,እግዚኣብሔር,7,27,88,0.2850897376898297
ti,መንግሥተ,5,26,84,0.2880809940174873
ti,ስለ,2,26,78,0.29107225034514494
ti,ነቶም,3,25,80,0.29394845835250805
ti,እየ,2,25,78,0.29682466635987115
ti,ክሳዕ,3,24,80,0.29958582604693973
ti,ኣሎ,2,23,78,0.30223193741371374
ti,ኢኹም,3,22,80,0.3047630004601933
ti,ዮሓንስ,4,22,82,0.3072940635066728
ti,እዝ,2,21,78,0.3097100782328578
ti,ዘሎ,2,21,78,0.3121260929590428
ti,ሰማይ,3,21,80,0.3145421076852278
ti,በልዎ,3,20,80,0.3168430740911183
ti,ብዙኅ,3,20,80,0.31914404049700873
ti,ንሳቶም,4,19,82,0.3213299585826047
ti,ጐይታይ,4,19,82,0.32351587666820064
ti,ናይ,2,19,78,0.32570179475379657
ti,ኸም,2,19,78,0.32788771283939255
ti,እማን,3,18,80,0.32995858260469396
ti,ባሕሪ,3,18,80,0.33202945236999537
ti,እያ,2,18,78,0.33410032213529683
ti,ጽቡቕ,3,18,80,0.33617119190059824
ti,ኢሎም,3,17,80,0.33812701334560513
ti,እምበኣር,5,17,84,0.3400828347906121
ti,ቤተ,2,17,78,0.34203865623561897
ti,ገዛ,2,16,78,0.34387942936033133
ti,ነዝ,2,16,78,0.3457202024850437
ti,እንታይ,4,16,82,0.3475609756097561
ti,ዘለዎ,3,16,80,0.3494017487344685
ti,እታ,2,15,78,0.35112747353888635
ti,ኸምዙይ,4,15,82,0.3528531983433042
ti,ጴጥሮስ,4,15,82,0.35457892314772205
ti,ክልተ,3,15,80,0.3563046479521399
ti,ኻብ,2,15,78,0.35803037275655775
ti,ናብኡ,3,15,80,0.3597560975609756
ti,ኣብኡ,3,15,80,0.36148182236539345
