CFA,4,by,1,2218,0.8467087466185753,0.8500845913149837,0.8467737930673978,0.84842596228552
NBC,4,by,1,2218,0.8309287646528404,0.8309859617013178,0.8314091087920648,0.8311974813926274
CFA,4,by,2,3422,0.9614260666277031,0.9612770857170566,0.9612153220187545,0.9612462028757679
NBC,4,by,2,3422,0.9590882524839275,0.9587952326255352,0.9588113950604271,0.958803313774869
CFA,4,by,3,3610,0.9869806094182826,0.9867981441077766,0.9869331175294331,0.9868656262035327
NBC,4,by,3,3610,0.9883656509695291,0.9882555048942532,0.9882605087618317,0.9882580068217084
CFA,4,by,4,3635,0.994222833562586,0.9941374729644591,0.9941552647865943,0.9941463687959234
NBC,4,by,4,3635,0.9953232462173315,0.9952843633057066,0.9953253115000527,0.9953048369817135
CFA,4,by,5,3637,0.9978003849326368,0.9977571084766361,0.9978285884804233,0.9977928471983565
NBC,4,by,5,3637,0.9980753368160572,0.998040487548346,0.9980999309217853,0.998070208349979
CFA,4,by,10,3620,1.0,1.0,1.0,1.0
NBC,4,by,10,3620,1.0,1.0,1.0,1.0
CFA,4,by,15,3600,1.0,1.0,1.0,1.0
NBC,4,by,15,3600,1.0,1.0,1.0,1.0
CFA,4,by,20,3580,1.0,1.0,1.0,1.0
NBC,4,by,20,3580,1.0,1.0,1.0,1.0
CFA,4,by,25,3560,1.0,1.0,1.0,1.0
NBC,4,by,25,3560,1.0,1.0,1.0,1.0
