CFA,4,by,1,2218,0.9522091974752029,0.9520478974687324,0.9521706796875096,0.95210928461968
NBC,4,by,1,2218,0.9201983769161407,0.9197665135195086,0.9204702745744667,0.9201182594774513
CFA,4,by,5,3637,1.0,1.0,1.0,1.0
NBC,4,by,5,3637,1.0,1.0,1.0,1.0
CFA,4,by,10,3620,1.0,1.0,1.0,1.0
NBC,4,by,10,3620,1.0,1.0,1.0,1.0
CFA,4,by,15,3600,1.0,1.0,1.0,1.0
NBC,4,by,15,3600,1.0,1.0,1.0,1.0
CFA,4,by,20,3580,1.0,1.0,1.0,1.0
NBC,4,by,20,3580,1.0,1.0,1.0,1.0
CFA,4,by,25,3560,1.0,1.0,1.0,1.0
NBC,4,by,25,3560,1.0,1.0,1.0,1.0
