ti,ድማ,2,190,78,0.021896968998501787
ti,ኣብ,2,186,78,0.04333294917598248
ti,እዩ,2,151,78,0.06073527716952864
ti,እቲ,2,110,78,0.07341246974760862
ti,ኢየሱስ,4,103,82,0.0852829318889017
ti,ናብ,2,94,78,0.09611616918289731
ti,ግና,2,94,78,0.10694940647689294
ti,ካብ,2,93,78,0.11766739656563328
ti,ምስ,2,77,78,0.12654143137028928
ti,እሞ,2,76,78,0.13530021896969
ti,እዮም,3,62,80,0.14244554569551687
ti,ኸዓ,2,61,78,0.1494756252160885
ti,እንተ,3,57,80,0.15604471591563904
ti,ከዓ,2,57,78,0.1626138066151896
ti,ከም,2,54,78,0.1688371556989743
ti,ሰብ,2,51,78,0.1747147631669932
ti,ኣለኹ,3,46,80,0.18001613460873575
ti,በሎም,3,43,80,0.18497176443471247
ti,እቶም,3,42,80,0.1898121470554339
ti,ነቲ,2,42,78,0.19465252967615534
ti,ሓደ,2,41,78,0.19937766509162153
ti,በሎ,2,39,78,0.20387230609657717
ti,ሰማያት,4,39,82,0.20836694710153278
ti,ሽዑ,2,39,78,0.21286158810648842
ti,ወለደ,3,39,80,0.21735622911144406
ti,እብለኩም,5,36,84,0.22150512850063386
ti,ደቀ,2,36,78,0.22565402788982367
ti,እንሆ,3,35,80,0.2296876800737582
ti,ወይ,2,35,78,0.23372133225769276
ti,ደኣ,2,34,78,0.23763973723637202
ti,መዛሙርቱ,5,33,84,0.24144289500979602
ti,ንሱ,2,33,78,0.24524605278322
ti,ሕዝቢ,3,32,80,0.24893396335138873
ti,ዂሉ,2,31,78,0.2525066267143022
ti,ወዲ,2,31,78,0.25607929007721564
ti,እምበር,4,31,82,0.2596519534401291
ti,ኣነ,2,31,78,0.26322461680304254
ti,ኲሉ,2,30,78,0.2666820329607007
ti,ኢሉ,2,29,78,0.2700242019131036
ti,መንግሥተ,5,29,84,0.2733663708655065
ti,እዙይ,3,29,80,0.27670853981790944
ti,ነቶም,3,27,80,0.27982021435980176
ti,ምእንቲ,4,27,82,0.28293188890169413
ti,ስለ,2,27,78,0.2860435634435865
ti,እኳ,2,26,78,0.2890399907802236
ti,ምድሪ,3,25,80,0.2919211709116054
ti,ክሳዕ,3,24,80,0.29468710383773195
ti,እግዚኣብሔር,7,24,88,0.2974530367638585
ti,እየ,2,23,78,0.3001037224847297
ti,ኢኹም,3,22,80,0.30263916100034577
ti,በልዎ,3,21,80,0.30505935231070647
ti,ዮሓንስ,4,21,82,0.30747954362106716
ti,ዘሎ,2,21,78,0.3098997349314279
ti,ንሳቶም,4,21,82,0.3123199262417886
ti,እምበኣር,5,21,84,0.31474011755214937
ti,እዝ,2,20,78,0.3170450616572548
ti,እንታይ,4,20,82,0.3193500057623603
ti,ነዝ,2,19,78,0.32153970266221044
ti,እማን,3,19,80,0.3237293995620606
ti,ብዙኅ,3,19,80,0.3259190964619108
ti,ኣሎ,2,19,78,0.32810879336176096
ti,እያ,2,19,78,0.3302984902616112
ti,ክልተ,3,18,80,0.33237293995620604
ti,ናይ,2,18,78,0.33444738965080095
ti,ናብኡ,3,17,80,0.3364065921401406
ti,ቤተ,2,17,78,0.33836579462948024
ti,ጽቡቕ,3,17,80,0.34032499711881986
ti,ኸም,2,17,78,0.3422841996081595
ti,ገዛ,2,16,78,0.34412815489224385
ti,ኢሎም,3,16,80,0.34597211017632823
ti,ብዙኃት,4,16,82,0.3478160654604126
ti,ኸምዙይ,4,16,82,0.3496600207444969
ti,ከምኡ,3,15,80,0.35138872882332606
ti,ሰማይ,3,15,80,0.35311743690215514
ti,ዓሠርተ,4,15,82,0.3548461449809842
ti,ኣብኡ,3,15,80,0.3565748530598133
ti,ዘለዎ,3,15,80,0.35830356113864237
ti,ዝተብሃለ,5,14,84,0.3599170220122162
ti,ከምዙይ,4,14,82,0.36153048288579004
ti,ጐይታይ,4,14,82,0.3631439437593638
ti,እታ,2,14,78,0.36475740463293765
ti,ባሕሪ,3,14,80,0.3663708655065115
ti,ነገር,3,13,80,0.36786907917483
ti,ስለዙይ,4,13,82,0.36936729284314856
ti,ኽልተ,3,13,80,0.3708655065114671
ti,ኣቦኹም,4,13,82,0.37236372017978564
ti,ኽሳዕ,3,12,80,0.37374668664284894
ti,ሄሮድስ,4,12,82,0.3751296531059122
ti,ሓንቲ,3,12,80,0.37651261956897547
ti,ንስኻትኩም,6,12,86,0.3778955860320387
ti,ረአየ,3,12,80,0.379278552495102
ti,ነዙይ,3,12,80,0.38066151895816525
ti,ኻብ,2,12,78,0.38204448542122854
ti,ነበረ,3,12,80,0.3834274518842918
ti,ሰዓት,3,11,80,0.3846951711420998
ti,ዝኾነ,3,11,80,0.3859628903999078
ti,እንተሎ,4,11,82,0.3872306096577158
ti,ክኸውን,4,11,82,0.38849832891552377
ti,ኦም,2,11,78,0.38976604817333177
ti,ፍረ,2,11,78,0.3910337674311398
ti,ትውልዲ,4,11,82,0.3923014866889478
ti,ድኅርዙይ,5,11,84,0.3935692059467558
ti,ሰማያዊ,4,10,82,0.3947216779993085
ti,ኣይኮነን,5,10,84,0.3958741500518612
ti,እምበኣርከስ,7,10,88,0.397026622104414
ti,ጴጥሮስ,4,10,82,0.3981790941569667
ti,ብፁዓን,4,10,82,0.39933156620951943
ti,እናበሉ,4,10,82,0.40048403826207213
ti,ተኸተልዎ,5,10,84,0.4016365103146249
ti,ዳዊት,3,10,80,0.4027889823671776
ti,እዩሞ,3,10,80,0.40394145441973034
ti,እናበለ,4,10,82,0.40509392647228304
ti,ዝብል,3,10,80,0.4062463985248358
ti,ኣቦይ,3,10,80,0.4073988705773885
ti,ሰብኣይ,4,10,82,0.40855134262994125
ti,ኣጋንንቲ,5,9,84,0.40958856747723865
ti,ይሁዳ,3,9,80,0.4106257923245361
ti,ልዕሊ,3,9,80,0.41166301717183357
ti,ዓይንኻ,4,9,82,0.412700242019131
ti,ካብኡ,3,9,80,0.4137374668664285
ti,መጺኡ,3,9,80,0.41477469171372594
ti,እንተለኹም,6,9,86,0.4158119165610234
ti,ንጉሥ,3,9,80,0.41684914140832086
ti,ሠለስተ,4,9,82,0.4178863662556183
ti,መንግሥቲ,5,9,84,0.41892359110291577
ti,ገሊላ,3,9,80,0.41996081595021323
ti,ሰሚዑ,3,9,80,0.4209980407975107
ti,በታ,2,9,78,0.4220352656448081
ti,ሕፃን,3,9,80,0.42307249049210555
ti,ናብቲ,3,9,80,0.424109715339403
ti,ቀዳሞት,4,9,82,0.42514694018670046
ti,ብነቢይ,4,9,82,0.4261841650339979
ti,ብዛዕባ,4,9,82,0.4272213898812954
ti,መን,2,9,78,0.42825861472859283
ti,ንሓደ,3,8,80,0.429180592370635
ti,ኣይሁድ,4,8,82,0.4301025700126772
ti,ሚእቲ,3,8,80,0.43102454765471937
ti,ኽፍጸም,4,8,82,0.43194652529676153
ti,ኲሎም,3,8,80,0.43286850293880375
ti,ኣገልጋሊ,5,8,84,0.4337904805808459
ti,እስራኤል,5,8,84,0.4347124582228881
