CFA,7,by,1,2134,0.9484536082474226,0.9488294068429247,0.9486347242395975,0.9487320555539007
NBC,7,by,1,2134,0.9147141518275539,0.9149670405190315,0.9151341884244093,0.9150506068386939
CFA,7,by,5,3654,1.0,1.0,1.0,1.0
NBC,7,by,5,3654,1.0,1.0,1.0,1.0
CFA,7,by,10,3648,1.0,1.0,1.0,1.0
NBC,7,by,10,3648,1.0,1.0,1.0,1.0
CFA,7,by,15,3628,1.0,1.0,1.0,1.0
NBC,7,by,15,3628,1.0,1.0,1.0,1.0
CFA,7,by,20,3608,1.0,1.0,1.0,1.0
NBC,7,by,20,3608,1.0,1.0,1.0,1.0
CFA,7,by,25,3588,1.0,1.0,1.0,1.0
NBC,7,by,25,3588,1.0,1.0,1.0,1.0
