CFA,7,il,1,2134,0.9484536082474226,0.9484869661973978,0.9488919960204589,0.9486894378784614
NBC,7,il,1,2134,0.9076850984067479,0.9077235873955207,0.9082306595396301,0.9079770526722457
CFA,7,il,5,3654,1.0,1.0,1.0,1.0
NBC,7,il,5,3654,1.0,1.0,1.0,1.0
CFA,7,il,10,3648,1.0,1.0,1.0,1.0
NBC,7,il,10,3648,1.0,1.0,1.0,1.0
CFA,7,il,15,3628,1.0,1.0,1.0,1.0
NBC,7,il,15,3628,1.0,1.0,1.0,1.0
CFA,7,il,20,3608,1.0,1.0,1.0,1.0
NBC,7,il,20,3608,1.0,1.0,1.0,1.0
CFA,7,il,25,3588,1.0,1.0,1.0,1.0
NBC,7,il,25,3588,1.0,1.0,1.0,1.0
