CFA,8,by,1,2142,0.8800186741363212,0.8804484033408452,0.8800918810273636,0.8802701060849133
NBC,8,by,1,2142,0.8650793650793651,0.8652021598190802,0.865607443488621,0.8654047542035556
CFA,8,by,2,3387,0.9704753469146737,0.9703062101657631,0.9702570157497983,0.9702816123342272
NBC,8,by,2,3387,0.9669323885444346,0.9666578146070669,0.9664805955433526,0.9665691969519952
CFA,8,by,3,3577,0.9921722113502935,0.9921584362867217,0.9920115520811041,0.9920849887471385
NBC,8,by,3,3577,0.9918926474699469,0.991767507326541,0.9918158158357899,0.9917916609929088
CFA,8,by,4,3608,0.9991685144124168,0.9991217798594848,0.9991675915649278,0.999144685187079
NBC,8,by,4,3608,0.9977827050997783,0.9977145530358016,0.9977468001757002,0.99773067634519
CFA,8,by,5,3611,1.0,1.0,1.0,1.0
NBC,8,by,5,3611,0.9997230684021047,0.9997225305216426,0.9997069167643611,0.9997147235820372
CFA,8,by,10,3592,1.0,1.0,1.0,1.0
NBC,8,by,10,3592,1.0,1.0,1.0,1.0
CFA,8,by,15,3572,1.0,1.0,1.0,1.0
NBC,8,by,15,3572,1.0,1.0,1.0,1.0
CFA,8,by,20,3552,1.0,1.0,1.0,1.0
NBC,8,by,20,3552,1.0,1.0,1.0,1.0
CFA,8,by,25,3532,1.0,1.0,1.0,1.0
NBC,8,by,25,3532,1.0,1.0,1.0,1.0
